index,Order ID,Cust ID,Gender,Age,Date,Status,Channel,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
3031,OD-2025-02723,CUST-41642,Man,29,2025-06-18,Delivered,Ajio,SKU-3244,Western Dress,XS,2,INR,3628.69,Chennai,Tamil Nadu,324594,India,FALSE
3032,OD-2025-07561,CUST-82523,Men,42,2025-10-04,Shipped,Myntra,SKU-2437,Blouse,XL,2,INR,,Jaipur,Rajasthan,463858,India,FALSE
3033,OD-2025-04373,CUST-19990,Women,45,2025-02-05,Delivered,myntra,SKU-8064,Blouse,M,4,INR,3543.19,Mumbai,Maharashtra,721416,India,FALSE
3034,OD-2025-00437,CUST-78238,Men,24,11/18/2025,Delivered,Myntra,SKU-8180,Western Dress,XS,1,INR,-3166.17,Delhi,Delhi,261141,India,TRUE
3035,OD-2025-00260,CUST-90203,Men,20,2025-02-07,Delivered,Flipkart,SKU-1482,Saree,M,1,INR,2411.7,Mumbai,Maharashtra,239687,India,FALSE
3036,OD-2025-05875,CUST-11609,Women,60,2025-08-30,Delivered,Meesho,SKU-1330,Ethnic Dress,S,2,INR,4962.47,Chennai,Tamil Nadu,495332,India,TRUE
3037,OD-2025-09049,CUST-43463,Men,37,2025-06-08,Delivered,Nykaa,SKU-2607,Top,S,1,INR,1651.98,Chennai,Tamil Nadu,171617,India,FALSE
3038,OD-2025-06111,CUST-70905,Men,19,2025-10-25,Cancelled,Nykaa,SKU-4973,Saree,XXL,2,INR,1058.96,Ahmedabad,Gujarat,575051,India,FALSE
3039,OD-2025-00850,CUST-35557,Men,44,2025-10-29,Delivered,Nykaa,SKU-2600,Kurta,XS,1,INR,3932.55,Bangalore,Karnataka,117722,India,FALSE
3040,OD-2025-05516,CUST-40489,Women,24,2025-10-08,Returned,Flipkart,SKU-4865,Top,L,1,INR,1323.9,Ahmedabad,Gujarat,723965,India,FALSE
3041,OD-2025-00110,CUST-61612,Men,38,2025-10-25,Cancelled,Amazon,SKU-5981,Top,XXL,1,INR,945.54,Jaipur,Rajasthan,829762,India,FALSE
3042,OD-2025-09885,CUST-74296,Women,20,2025-05-18,Returned,Ajio,SKU-8777,Blouse,XXL,2,INR,3238.83,Banglore,Karnataka,789597,India,FALSE
3043,OD-2025-02309,CUST-28007,Women,41,2025-03-01,Delivered,Meesho,SKU-8496,Saree,L,1,INR,3715.36,Hyderabad,Telangana,735649,India,FALSE
3044,OD-2025-04450,CUST-71950,Women,41,2025-12-19,Cancelled,Meesho,SKU-9462,Saree,XS,2,INR,2934.4,Chennai,Tamil Nadu,245486,India,FALSE
3045,OD-2025-06297,CUST-71607,Women,26,2025-12-01,Delivered,Meesho,SKU-9127,Ethnic Dress,S,2,INR,3242.56,Hyderabad,Telangana,848166,India,FALSE
3046,OD-2025-08594,CUST-37829,Women,45,2025-06-06,Delivered,Nykaa,SKU-2069,Kurta,L,2,INR,4946.34,Jaipur,Rajasthan,112052,India,FALSE
3047,OD-2025-00364,CUST-70035,Women,33,2025-09-26,Delivered,Amazon,SKU-2253,Western Dress,M,1,INR,3162.96,Kolkata,West Bengal,858970,India,FALSE
3048,OD-2025-08121,CUST-11134,Woman,29,2025-08-14,Delivered,Ajio,SKU-2720,Saree,M,2,INR,3828.77,Ahmedabad,Gujarat,276850,India,FALSE
3049,OD-2025-05936,CUST-46906,Women,27,2025-08-19,Delivered,Nykaa,SKU-7736,Ethnic Dress,XXL,1,INR,2007.26,Jaipur,Rajasthan,564257,India,TRUE
3050,OD-2025-02692,CUST-50944,Women,23,2025-11-13,Delivered,Myntra,SKU-6355,Saree,XS,2,INR,2342.46,Delhi,Delhi,282608,India,FALSE
3051,OD-2025-01175,CUST-32517,Women,38,2025-12-25,Delivered,Ajio,SKU-3211,Top,S,1,INR,2686.2,Jaipur,Rajasthan,517226,India,FALSE
3052,OD-2025-05131,CUST-40393,Women,62,2025-10-19,Delivered,Nykaa,SKU-5059,Top,XL,3,INR,2308.2,Bangalore,Karnataka,290619,India,FALSE
3053,OD-2025-04287,CUST-34301,Men,43,2025-03-28,Delivered,Ajio,SKU-5426,Top,L,1,INR,3742.42,Mumbai,Maharashtra,161126,India,FALSE
3054,OD-2025-00245,CUST-48972,Women,58,2025-08-25,Delivered,Ajio,SKU-8158,Kurta,S,1,INR,,DELHI,Delhi,628288,India,FALSE
3055,OD-2025-06909,CUST-28942,Men,53,2025-12-21,Delivered,Meesho,SKU-5797,Western Dress,XS,1,INR,2167.52,Jaipur,Rajasthan,840804,India,FALSE
3056,OD-2025-07242,CUST-27871,Men,61,17 Aug 2025,Delivered,Amazon,SKU-1164,Blouse,S,1,INR,2166.82,delhi,Delhi,574596,India,FALSE
3057,OD-2025-06868,CUST-45159,Men,49,2025-08-20,Delivered,Flipkart,SKU-4843,Ethnic Dress,S,1,INR,1848.86,Ahmedabad,Gujarat,116749,India,FALSE
3058,OD-2025-06620,CUST-50004,Women,49,2025-06-25,Delivered,Nykaa,SKU-3899,Ethnic Dress,M,1,INR,1573.36,Jaipur,Rajasthan,321126,India,TRUE
3059,OD-2025-03104,CUST-10931,Women,40,2025-08-14,Delivered,Flipkart,SKU-9626,Kurta,L,1,INR,1767.3,Kolkata,West Bengal,581955,India,FALSE
3060,OD-2025-07176,CUST-87923,Men,30,2025-05-21,Delivered,amazon,SKU-8605,Western Dress,L,1,INR,2149.74,Kolkata,West Bengal,176501,India,FALSE
3061,OD-2025-05951,CUST-94594,Men,27,2025-07-17,Cancelled,Nykaa,SKU-8147,Kurta,XXL,2,INR,2082.11,Mumbai,Maharashtra,589776,India,FALSE
3062,OD-2025-08251,CUST-90332,Men,46,2025-11-16,Returned,Flipkart,SKU-5256,Top,L,2,INR,4413.8,Jaipur,Rajasthan,828449,India,FALSE
3063,OD-2025-03764,CUST-14646,Women,52,2025-08-30,Delivered,Flipkart,SKU-1670,Western Dress,L,1,INR,1686.87,Ahmedabad,Gujarat,963045,India,FALSE
3064,OD-2025-05638,CUST-89481,Men,60,2025-09-23,Delivered,Amazon,SKU-6472,Western Dress,XL,2,INR,3325.49,Jaipur,Rajasthan,860623,India,FALSE
3065,OD-2025-09192,CUST-60305,Men,51,2025-05-02,Delivered,Meesho,SKU-6315,Top,XXL,1,INR,1120.93,Jaipur,Rajasthan,135363,India,FALSE
3066,OD-2025-08281,CUST-17073,Men,19,2025-10-29,Returned,Myntra,SKU-1123,Western Dress,XL,3,INR,708.69,Pune,Maharashtra,302080,India,FALSE
3067,OD-2025-08578,CUST-82415,Women,52,2025-08-23,Delivered,Ajio,SKU-2527,Kurta,S,1,INR,2979.85,Hyderabad,Telangana,679380,India,FALSE
3068,OD-2025-08831,CUST-66765,Women,53,2025-03-20,Delivered,  Myntra  ,SKU-9378,Ethnic Dress,L,1,INR,1681.51,Chennai,Tamil Nadu,953684,India,TRUE
3069,OD-2025-05278,CUST-85335,Women,54,2025-07-31,Delivered,Ajio,SKU-6870,Blouse,L,1,INR,3778.47,Mumbai,Maharashtra,735819,India,FALSE
3070,OD-2025-00723,CUST-74431,Women,55,2025-10-02,Returned,Amazon,SKU-4168,Western Dress,XL,3,INR,2272.38,Delhi,Delhi,700330,India,FALSE
3071,OD-2025-01909,CUST-37043,Men,26,2025-01-25,Delivered,Myntra,SKU-9382,Kurta,XXL,1,INR,3689.3,Kolkata,West Bengal,629063,India,FALSE
3072,OD-2025-08826,CUST-76622,Women,65,2025-03-28,Delivered,Flipkart,SKU-4682,Western Dress,L,2,INR,678.45,Chennai,Tamil Nadu,551753,India,FALSE
3073,OD-2025-03390,CUST-70518,Women,51,2025-06-20,Delivered,Nykaa,SKU-5533,Kurta,L,1,INR,3592.8,Lucknow,Uttar Pradesh,906072,India,FALSE
3074,OD-2025-04024,CUST-81059,Men,47,2025-08-13,Returned,Meesho,SKU-8195,Saree,L,1,INR,814.12,Chennai,Tamil Nadu,699609,India,FALSE
3075,OD-2025-05313,CUST-24001,Women,59,2025-01-24,Delivered,Myntra,SKU-6119,Saree,S,1,INR,625.79,Lucknow,Uttar Pradesh,581827,India,FALSE
3076,OD-2025-02970,CUST-28218,Women,31,2025-07-31,Delivered,Amazon,SKU-1406,Ethnic Dress,XL,3,INR,1526.03,Ahmedabad,Gujarat,159440,India,FALSE
3077,OD-2025-03011,CUST-45698,Women,39,2025-09-04,Delivered,Nykaa,SKU-9125,Ethnic Dress,M,1,INR,3532.56,Jaipur,Rajasthan,390009,India,FALSE
3078,,CUST-42918,Men,19,2025-07-09,Shipped,Flipkart,SKU-9680,Ethnic Dress,L,1,INR,3098.31,Mumbai,Maharashtra,767845,India,FALSE
3079,OD-2025-07804,CUST-16535,Men,20,2025-01-23,Returned,Amazon,SKU-2844,Kurta,XXL,1,INR,3678.91,Ahmedabad,Gujarat,556681,India,FALSE
3080,OD-2025-07059,CUST-81573,Women,40,2025-09-11,Cancelled,Meesho,SKU-9394,Top,S,2,INR,2202.62,Pune,Maharashtra,612593,India,FALSE
3081,OD-2025-02095,CUST-37325,Women,19,2025-03-02,Delivered,Nykaa,SKU-6853,Saree,XS,1,INR,4629.51,Ahmedabad,Gujarat,104591,India,TRUE
3082,OD-2025-02075,CUST-10955,Women,52,2025-04-21,Delivered,Meesho,SKU-7092,Top,XL,1,INR,Rs.3690.59,Jaipur,Rajasthan,226736,India,FALSE
3083,OD-2025-01208,CUST-88487,Men,57,24 Jun 2025,Returned,Ajio,SKU-4110,Kurta,M,1,INR,3153.11,Pune,Maharashtra,270295,India,FALSE
3084,OD-2025-02985,CUST-59431,Men,44,2025-04-27,Delivered,Ajio,SKU-4578,Saree,M,3,INR,2597.43,Lucknow,Uttar Pradesh,144973,India,FALSE
3085,OD-2025-03948,CUST-51216,Men,54,2025-06-30,Shipped,Myntra,SKU-2638,Western Dress,L,1,INR,641.74,Pune,Maharashtra,788057,India,FALSE
3086,OD-2025-06229,CUST-35833,Women,47,2025-10-06,Delivered,Ajio,SKU-9590,Ethnic Dress,M,2,INR,2517.41,Jaipur,Rajasthan,639091,India,FALSE
3087,OD-2025-04840,CUST-66692,Women,21,2025-09-27,Delivered,Flipkart,SKU-8460,Kurta,S,1,INR,2255.14,Banglore,Karnataka,878946,India,TRUE
3088,OD-2025-09183,CUST-29303,Women,61,2025-08-19,Delivered,Ajio,SKU-1149,Top,XL,2,INR,2331.38,Bangalore,Karnataka,371882,India,FALSE
3089,OD-2025-02201,CUST-67261,Women,60,2025-09-30,Delivered,Myntra,SKU-3914,Top,L,2,INR,4780.46,Delhi,Delhi,844045,India,FALSE
3090,OD-2025-07292,CUST-27499,Women,43,2025-01-04,Delivered,Flipkart,SKU-3259,Blouse,S,3,INR,1083.16,Delhi,Delhi,504719,India,FALSE
3091,OD-2025-00725,CUST-40003,Women,46,2025-01-12,Delivered,Nykaa,SKU-9922,Blouse,XXL,1,INR,3498.5,Kolkata,West Bengal,224775,India,FALSE
3092,OD-2025-02225,CUST-94567,Women,47,2025-04-25,Delivered,Meesho,SKU-1501,Top,XL,2,INR,3959.64,Delhi,Delhi,863273,India,FALSE
3093,OD-2025-09889,CUST-92980,Men,38,04-08-2025,Delivered,Nykaa,SKU-9302,Ethnic Dress,M,2,INR,3156.22,Hyderabad,Telangana,204159,India,FALSE
3094,OD-2025-06713,CUST-89739,Women,,2025-05-26,Delivered,Meesho,SKU-9763,Ethnic Dress,L,3,INR,4873.17,Lucknow,Uttar Pradesh,306122,India,FALSE
3095,,CUST-96677,Women,22,2025-12-06,Delivered,Ajio,SKU-8225,Saree,XS,2,INR,4102.18,Jaipur,Rajasthan,772422,India,FALSE
3096,OD-2025-09039,CUST-40405,Women,43,2025-01-02,Delivered,Myntra,SKU-5684,Ethnic Dress,S,2,INR,3994.62,Pune,Maharashtra,238051,India,FALSE
3097,OD-2025-07653,CUST-69155,Women,65,2025-12-31,Shipped,Flipkart,SKU-5781,Blouse,S,1,INR,1124.82,Jaipur,Rajasthan,717686,India,FALSE
3098,OD-2025-02733,CUST-72919,Men,51,2025-06-30,Delivered,Ajio,SKU-9506,Saree,L,2,INR,881.3,Chennai,Tamil Nadu,217027,India,FALSE
3099,OD-2025-03889,CUST-23570,Women,29,2025-04-06,Delivered,Myntra,SKU-8349,Top,XS,1,INR,4368.68,Mumbai,Maharashtra,674560,India,FALSE
3100,OD-2025-03143,CUST-43855,Men,44,2025-10-21,Returned,Ajio,SKU-5143,Ethnic Dress,S,4,INR,1736.1,Delhi,Delhi,603276,India,FALSE
3101,OD-2025-05137,CUST-69078,Women,38,2025-02-11,Delivered,Amazon,SKU-3893,Kurta,XS,1,INR,3033.66,Lucknow,Uttar Pradesh,503531,India,FALSE
3102,OD-2025-02363,CUST-10344,Women,50,2025-06-13,Delivered,Flipkart,SKU-7764,Top,L,1,INR,3972.84,Kolkata,West Bengal,628700,India,FALSE
3103,OD-2025-08658,CUST-80079,Men,52,2025-10-10,Delivered,Amazon,SKU-2229,Western Dress,M,1,INR,1636.0,BANGALORE,Karnataka,104260,India,FALSE
3104,OD-2025-01511,CUST-71152,Men,57,2025-02-02,Delivered,Flipkart,SKU-5797,Ethnic Dress,XS,2,INR,3253.94,Pune,Maharashtra,303510,India,FALSE
3105,OD-2025-05037,CUST-96979,  Women  ,62,2025-03-26,Delivered,Amazon,SKU-7909,Kurta,S,1,INR,3650.07,Jaipur,Rajasthan,729773,India,FALSE
3106,OD-2025-02641,CUST-85170,Men,23,04/25/2025,Delivered,Ajio,SKU-4954,Kurta,L,2,INR,2960.89,Hyderabad,Telangana,969140,India,FALSE
3107,OD-2025-06302,CUST-84660,Women,39,2025-07-04,Delivered,Flipkart,SKU-7796,Saree,S,1,INR,625.63,Kolkata,West Bengal,697871,India,TRUE
3108,OD-2025-05038,CUST-62780,Men,61,2025-02-10,Shipped,Flipkart,SKU-1352,Saree,XXL,1,INR,1285.28,Kolkata,West Bengal,152302,India,FALSE
3109,OD-2025-09332,CUST-85519,Women,22,2025-10-22,Cancelled,Meesho,SKU-2840,Western Dress,L,2,INR,2116.68,BANGALORE,Karnataka,440375,India,FALSE
3110,OD-2025-09245,CUST-71762,Women,53,2025-02-25,Cancelled,Flipkart,SKU-8435,Ethnic Dress,M,2,INR,3017.9,Hyderabad,Telangana,856890,India,FALSE
3111,OD-2025-06764,CUST-19238,Women,43,2025-04-21,Delivered,Flipkart,SKU-8981,Western Dress,L,1,INR,3123.82,Mumbai,Maharashtra,607099,India,FALSE
3112,OD-2025-01097,CUST-63885,Men,38,2025-07-12,Cancelled,Meesho,SKU-5102,Western Dress,XL,3,INR,1583.69,Pune,Maharashtra,524067,India,FALSE
3113,OD-2025-09987,CUST-78547,Men,35,2025-03-10,Delivered,Ajio,SKU-8394,Blouse,M,2,INR,3974.36,Pune,Maharashtra,446494,India,FALSE
3114,OD-2025-06776,CUST-27280,Women,39,2025-06-06,Delivered,Nykaa,SKU-3768,Kurta,M,2,INR,464.31,Jaipur,Rajasthan,600773,India,FALSE
3115,OD-2025-02058,CUST-35352,Women,43,2025-06-22,Delivered,Myntra,SKU-9009,Top,L,1,INR,2613.14,Pune,Maharashtra,611826,India,FALSE
3116,OD-2025-09758,CUST-62855,Women,43,2025-12-22,Returned,Meesho,SKU-9102,Saree,XL,3,INR,2677.14,Kolkata,West Bengal,457951,India,FALSE
3117,OD-2025-02167,CUST-18071,Women,34,2025-08-07,Delivered,Amazon,SKU-3436,Top,L,1,INR,717.52,Chennai,Tamil Nadu,540641,India,FALSE
3118,OD-2025-00441,CUST-73641,Men,49,2025-04-24,Delivered,Nykaa,SKU-5354,Kurta,XXL,1,INR,3150.21,Delhi,Delhi,693095,India,FALSE
3119,OD-2025-03525,CUST-18142,Men,55,2025-05-16,Delivered,amazon,SKU-1581,Saree,L,1,INR,949.13,Delhi,Delhi,114825,India,FALSE
3120,OD-2025-05065,CUST-98377,Women,39,2025-12-21,Delivered,Flipkart,SKU-8274,Top,XXL,1,INR,820.17,Kolkata,West Bengal,978904,India,FALSE
3121,OD-2025-08934,CUST-50018,Men,48,2025-06-15,Delivered,Nykaa,SKU-8881,Western Dress,M,1,INR,2748.99,Lucknow,Uttar Pradesh,394709,India,FALSE
3122,OD-2025-00093,CUST-35150,Men,44,2025-08-14,Delivered,Meesho,SKU-2789,Blouse,S,1,INR,-701.82,BANGALORE,Karnataka,230738,India,FALSE
3123,OD-2025-01975,CUST-56524,Women,28,2025-09-24,Delivered,Myntra,SKU-4589,Top,XXL,1,INR,1882.99,Jaipur,Rajasthan,707891,India,FALSE
3124,OD-2025-07317,CUST-72127,Men,28,2025-09-04,Returned,Meesho,SKU-3486,Saree,S,1,INR,4689.58,Lucknow,Uttar Pradesh,340709,India,FALSE
3125,OD-2025-09083,CUST-43846,Women,55,2025-01-24,Delivered,Amazon,SKU-4391,Ethnic Dress,S,1,INR,1800.51,Bangalore,Karnataka,798863,India,FALSE
3126,OD-2025-02767,CUST-37603,Men,45,2025-10-24,Delivered,Amazon,SKU-9699,Western Dress,L,2,INR,2402.25,Lucknow,Uttar Pradesh,703100,India,FALSE
3127,OD-2025-04704,CUST-13685,Men,27,2025-02-19,Delivered,Nykaa,SKU-3726,Western Dress,M,1,INR,684.58,Pune,Maharashtra,388067,India,FALSE
3128,OD-2025-08608,CUST-58368,Men,25,2025-10-01,Delivered,Meesho,SKU-4638,Saree,XS,2,INR,1864.5,Ahmedabad,Gujarat,577898,India,TRUE
3129,OD-2025-09848,CUST-39059,Women,49,2025-09-14,Returned,Amazon,SKU-7648,Western Dress,L,2,INR,2367.32,Ahmedabad,Gujarat,341016,India,FALSE
3130,OD-2025-01656,CUST-60895,Men,22,2025-08-24,Delivered,Nykaa,SKU-1511,Blouse,XS,2,INR,2359.15,Lucknow,Uttar Pradesh,136978,India,FALSE
3131,OD-2025-09319,CUST-10253,Men,43,2025-02-17,Delivered,Myntra,SKU-8696,Saree,L,1,INR,3496.48,bangalore,Karnataka,824775,India,FALSE
3132,OD-2025-01828,CUST-82023,Women,40,2025-09-29,Delivered,Amazon,SKU-2786,Western Dress,XXL,3,INR,1088.07,Bombay,Maharashtra,221934,India,FALSE
3133,OD-2025-05051,CUST-87852,Women,62,2025-06-05,Delivered,Flipkart,SKU-6951,Top,M,1,INR,2845.58,Chennai,Tamil Nadu,561192,India,FALSE
3134,OD-2025-09324,CUST-41237,Men,58,2025-07-07,Delivered,Amazon,SKU-8904,Western Dress,XS,2,INR,3817.35,Delhi,Delhi,155294,India,FALSE
3135,OD-2025-08978,CUST-22736,Women,61,2025-07-01,Delivered,Meesho,SKU-7562,Kurta,M,2,INR,1743.58,delhi,Delhi,784570,India,FALSE
3136,OD-2025-08898,CUST-90579,Women,23,2025-09-02,Returned,Amazon,SKU-1042,Kurta,S,1,INR,689.8,Lucknow,Uttar Pradesh,736591,India,TRUE
3137,OD-2025-01000,CUST-84495,Women,62,2025-02-27,Delivered,Meesho,SKU-8315,Saree,L,1,INR,3091.09,Jaipur,Rajasthan,742741,India,FALSE
3138,OD-2025-06085,CUST-58715,women,65,2025-10-15,Delivered,Flipkart,SKU-8098,Saree,XL,1,INR,4114.46,Delhi,Delhi,729039,India,FALSE
3139,OD-2025-05902,CUST-10410,Women,45,2025-12-26,Delivered,Nykaa,SKU-7766,Saree,S,2,INR,4536.23,Kolkata,West Bengal,905261,India,FALSE
3140,OD-2025-06927,CUST-79462,Men,23,2025-12-30,Shipped,Amazon,SKU-3181,Ethnic Dress,XXL,2,INR,3005.27,Chennai,Tamil Nadu,346121,India,TRUE
3141,OD-2025-07881,CUST-82967,Women,60,2025-12-08,Delivered,Flipkart,SKU-3209,Top,M,2,INR,2913.17,Pune,Maharashtra,195064,India,FALSE
3142,OD-2025-00514,CUST-67030,Women,28,2025-09-07,Shipped,Amazon,SKU-6789,Kurta,XS,4,INR,3617.31,Pune,Maharashtra,737343,India,FALSE
3143,OD-2025-08885,CUST-32607,Women,42,2025-02-22,Returned,Meesho,SKU-2335,Blouse,XXL,3,INR,3417.85,Chennai,Tamil Nadu,780154,India,FALSE
3144,OD-2025-07878,CUST-37782,Women,24,2025-05-24,Delivered,Meesho,SKU-7475,Saree,M,1,INR,,Mumbai,Maharashtra,581955,India,FALSE
3145,OD-2025-03045,CUST-13089,Women,55,2025-03-25,Returned,Flipkart,SKU-5032,Top,M,1,INR,3274.03,Mumbai,Maharashtra,518787,India,FALSE
3146,OD-2025-06753,CUST-74149,Men,65,2025-06-26,Delivered,Myntra,SKU-5642,Top,XXL,1,INR,3705.88,Ahmedabad,Gujarat,604138,India,FALSE
3147,OD-2025-03983,CUST-81780,Men,44,2025-11-23,Delivered,Nykaa,SKU-4342,Saree,M,1,INR,875.03,Ahmedabad,Gujarat,185863,India,TRUE
3148,OD-2025-08951,CUST-18618,Men,22,2025-10-22,Delivered,Meesho,SKU-4417,Ethnic Dress,M,2,INR,1178.18,Delhi,Delhi,310407,India,FALSE
3149,OD-2025-05290,CUST-62970,Men,53,2025-12-25,Delivered,Amazon,SKU-7027,Western Dress,XL,3,INR,1528.88,Delhi,Delhi,600197,India,FALSE
3150,OD-2025-02727,CUST-54876,Men,60,2025-06-18,Shipped,Myntra,SKU-6406,Saree,XXL,2,INR,309.27,Bangalore,Karnataka,903298,India,FALSE
3151,OD-2025-01630,CUST-88603,Women,50,2025-12-25,Delivered,Flipkart,SKU-9805,Blouse,L,4,INR,707.83,Kolkata,West Bengal,819146,India,TRUE
3152,OD-2025-09301,CUST-57647,Men,44,2025-07-04,Returned,Flipkart,SKU-6307,Kurta,XL,1,INR,985.65,Kolkata,West Bengal,358706,India,FALSE
3153,OD-2025-09953,CUST-52949,Men,32,2025-04-01,Returned,Amazon,SKU-5623,Saree,XXL,1,INR,306.66,Delhi,Delhi,447529,India,FALSE
3154,OD-2025-06161,CUST-21455,Women,43,2025-12-28,Delivered,Nykaa,SKU-5691,Kurta,XXL,1,INR,4699.56,Kolkata,West Bengal,185873,India,FALSE
3155,OD-2025-06784,CUST-23885,Women,59,2025-04-22,Delivered,Amazon,SKU-8159,Kurta,XS,2,INR,898.98,Jaipur,Rajasthan,856969,India,TRUE
3156,OD-2025-02889,CUST-70921,Women,58,2025-01-26,Delivered,Amazon,SKU-1334,Kurta,S,1,INR,2292.51,Delhi,Delhi,795113,India,FALSE
3157,OD-2025-05642,CUST-41603,Women,35,2025-01-16,Delivered,Ajio,SKU-1547,Ethnic Dress,XXL,1,INR,4543.76,Bangalore,Karnataka,608835,India,FALSE
3158,OD-2025-03959,CUST-98462,Women,63,2025-04-01,Delivered,Meesho,SKU-3017,Western Dress,M,3,INR,2223.81,bangalore,Karnataka,965694,India,FALSE
3159,OD-2025-01566,CUST-85709,Women,28,2025-10-14,Delivered,Meesho,SKU-7114,Ethnic Dress,M,3,INR,4628.47,MUMBAI,Maharashtra,984503,India,FALSE
3160,OD-2025-03964,CUST-79533,Men,53,2025-03-23,Delivered,Ajio,SKU-7697,Top,M,1,INR,4671.3,Pune,Maharashtra,798596,India,TRUE
3161,OD-2025-07069,CUST-12771,Women,54,2025-09-20,Delivered,Meesho,SKU-7745,Western Dress,M,1,INR,1644.23,Mumbai,Maharashtra,857031,India,TRUE
3162,OD-2025-05452,CUST-23123,Women,44,2025-08-30,Delivered,Myntra,SKU-4532,Top,XL,1,INR,1713.42,Hyderabad,Telangana,885451,India,FALSE
3163,OD-2025-05100,CUST-74537,Men,43,2025-09-15,Delivered,Amazon,SKU-8329,Western Dress,XS,1,INR,2544.85,Mumbai,Maharashtra,391221,India,FALSE
3164,OD-2025-09281,CUST-14554,Women,38,2025-08-02,Delivered,Myntra,SKU-1725,Blouse,L,1,INR,1185.88,Hyderabad,Telangana,703779,India,FALSE
3165,OD-2025-04479,CUST-73081,Women,31,2025-11-14,Delivered,Amazon,SKU-1595,Western Dress,L,4,INR,1317.17,Chennai,Tamil Nadu,367949,India,TRUE
3166,OD-2025-07066,CUST-29925,Women,61,2025-07-04,Delivered,Flipkart,SKU-9113,Kurta,M,2,INR,3797.86,BANGALORE,Karnataka,350920,India,FALSE
3167,OD-2025-06175,CUST-37987,Women,34,2025-03-03,Delivered,Myntra,SKU-7363,Kurta,XXL,1,INR,4991.62,Pune,Maharashtra,960079,India,TRUE
3168,OD-2025-02466,CUST-85284,Women,54,2025-07-13,Delivered,Meesho,SKU-4588,Saree,XS,1,INR,361.38,delhi,Delhi,408064,India,FALSE
3169,OD-2025-09888,CUST-89918,Women,35,2025-06-24,Delivered,Myntra,SKU-3429,Western Dress,XS,4,INR,Rs.4134.18,Hyderabad,Telangana,336743,India,FALSE
3170,OD-2025-02312,CUST-32481,Women,64,2025-05-19,Delivered,Myntra,SKU-3465,Kurta,XS,1,INR,2296.61,Pune,Maharashtra,327610,India,FALSE
3171,OD-2025-04323,CUST-16563,Men,38,2025-07-11,Delivered,Nykaa,SKU-9342,Top,XL,3,INR,1876.23,Chennai,Tamil Nadu,291202,India,FALSE
3172,OD-2025-06026,CUST-36746,Men,30,2025-06-04,Delivered,Nykaa,SKU-5674,Kurta,XL,2,INR,4661.85,Pune,Maharashtra,300794,India,TRUE
3173,OD-2025-00358,CUST-99923,Women,59,27-07-2025,Returned,Amazon,SKU-3635,Western Dress,S,1,INR,2103.75,Kolkata,West Bengal,576779,India,TRUE
3174,OD-2025-07631,CUST-10514,Women,56,2025-07-08,Delivered,Meesho,SKU-2859,Blouse,XS,1,INR,305.89,Jaipur,Rajasthan,487371,India,FALSE
3175,OD-2025-02881,CUST-70869,Women,47,2025-01-27,Delivered,Flipkart,SKU-1463,Top,XS,2,INR,4749.91,Chennai,Tamil Nadu,856582,India,TRUE
3176,OD-2025-01509,CUST-79545,Women,37,2025-09-15,Delivered,Amazon,SKU-5780,Blouse,S,1,INR,2034.7,Jaipur,Rajasthan,955543,India,FALSE
3177,OD-2025-03793,CUST-33654,Men,56,2025-02-04,Delivered,Nykaa,SKU-2086,Ethnic Dress,XXL,1,INR,2133.07,Jaipur,Rajasthan,951202,India,FALSE
3178,OD-2025-01177,CUST-11130,Women,52,2025-04-04,Delivered,Nykaa,SKU-7647,Saree,M,1,INR,2895.61,Kolkata,West Bengal,297869,India,FALSE
3179,OD-2025-05132,CUST-44203,Women,57,2025-09-10,Delivered,Ajio,SKU-8895,Blouse,XXL,4,INR,1486.15,Mumbai,Maharashtra,364830,India,FALSE
3180,OD-2025-05900,CUST-42228,Women,20,2025-07-08,Delivered,Flipkart,SKU-7498,Western Dress,XS,2,INR,2114.57,Jaipur,Rajasthan,763038,India,FALSE
3181,OD-2025-06246,CUST-64457,Men,47,2025-02-21,Delivered,Nykaa,SKU-9378,Blouse,XL,3,INR,2381.82,Kolkata,West Bengal,312812,India,FALSE
3182,OD-2025-03885,CUST-90088,Men,34,2025-08-27,Delivered,Amazon,SKU-8254,Top,M,1,INR,1562.61,Kolkata,West Bengal,103666,India,FALSE
3183,OD-2025-00157,CUST-75006,Men,29,2025-04-01,Delivered,Ajio,SKU-3955,Blouse,M,1,INR,1064.72,delhi,Delhi,286367,India,FALSE
3184,OD-2025-05832,CUST-20194,  Women  ,36,09/14/2025,Delivered,Amazon,SKU-6555,Kurta,S,2,INR,3894.73,Jaipur,Rajasthan,960478,India,FALSE
3185,OD-2025-00620,CUST-58892,Men,24,2025-09-05,Returned,Meesho,SKU-4304,Saree,S,1,INR,3394.73,Lucknow,Uttar Pradesh,872323,India,FALSE
3186,OD-2025-00318,CUST-44638,Women,54,2025-08-30,Delivered,Ajio,SKU-2524,Saree,L,1,INR,2570.74,Delhi,Delhi,837022,India,FALSE
3187,OD-2025-07215,CUST-84828,Women,31,2025-02-13,Returned,Flipkart,SKU-6187,Kurta,M,1,INR,3256.57,Delhi,Delhi,629489,India,FALSE
