index,Order ID,Cust ID,Gender,Age,Date,month,Status,Channel,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
492,OD-2025-09755,CUST-64530,Men,46,23-08-2025,Aug,Cancelled,Myntra,SKU-5625,Top,S,2,INR,4929.76,Chennai,Tamil Nadu,906256,India,FALSE
493,OD-2025-05722,CUST-58323,Men,51,12-10-2025,Oct,Shipped,Meesho,SKU-2817,Ethnic Dress,XS,1,INR,1830.33,Bengaluru,Karnataka,906257,India,FALSE
494,OD-2025-04981,CUST-54730,Women,46,19-01-2025,Jan,Delivered,Flipkart,SKU-4326,Top,XL,1,INR,4092.17,Delhi,Delhi,906258,India,FALSE
495,OD-2025-02739,CUST-80115,Men,48,30-10-2025,Oct,Delivered,Myntra,SKU-6580,Western Dress,L,2,INR,1329.15,Bengaluru,Karnataka,906259,India,FALSE
496,OD-2025-07341,CUST-43657,Women,63,06-10-2025,Oct,Delivered,Meesho,SKU-7538,Ethnic Dress,S,1,INR,1223.72,Mumbai,Maharashtra,906260,India,FALSE
497,OD-2025-00434,CUST-65215,Women,47,14-06-2025,Jun,Delivered,Flipkart,SKU-1005,Saree,M,2,INR,3439.16,Jaipur,Rajasthan,906261,India,FALSE
498,OD-2025-04328,CUST-39617,Women,43,06-07-2025,Jul,Delivered,Meesho,SKU-1037,Kurta,XXL,2,INR,3691.33,Jaipur,Rajasthan,906262,India,FALSE
499,OD-2025-02030,CUST-11081,Women,64,27-04-2025,Apr,Cancelled,Amazon,SKU-4087,Blouse,XS,1,INR,2044.89,Bengaluru,Karnataka,906263,India,TRUE
500,OD-2025-07741,CUST-27215,Men,61,25-09-2025,Sep,Delivered,Amazon,SKU-2360,Blouse,S,1,INR,4251.85,Pune,Maharashtra,906264,India,FALSE
501,OD-2025-07096,CUST-31216,Women,63,19-04-2025,Apr,Delivered,Amazon,SKU-2355,Blouse,XXL,1,INR,4389.71,Pune,Maharashtra,906265,India,FALSE
502,OD-2025-08116,CUST-43740,Women,53,14-08-2025,Aug,Delivered,Meesho,SKU-4935,Ethnic Dress,L,1,INR,2815.5,Jaipur,Rajasthan,906266,India,FALSE
503,OD-2025-06103,CUST-49668,Women,21,07-06-2025,Jun,Cancelled,Myntra,SKU-8996,Kurta,XL,1,INR,3513.22,Jaipur,Rajasthan,906267,India,FALSE
504,OD-2025-07277,CUST-27792,Men,47,21-03-2025,Mar,Delivered,Amazon,SKU-9095,Western Dress,M,2,INR,2703.1,Hyderabad,Telangana,906268,India,FALSE
505,OD-2025-06412,CUST-72668,Men,30,04-11-2025,Nov,Shipped,Nykaa,SKU-5522,Kurta,L,1,INR,757.03,Ahmedabad,Gujarat,906269,India,FALSE
506,OD-2025-01993,CUST-64178,Men,46,13-10-2025,Oct,Delivered,Nykaa,SKU-4239,Kurta,L,1,INR,3184.98,Bengaluru,Karnataka,906270,India,FALSE
507,OD-2025-03442,CUST-56992,Women,50,22-12-2025,Dec,Shipped,Meesho,SKU-2393,Blouse,XXL,1,INR,2524.7,Ahmedabad,Gujarat,906271,India,FALSE
508,OD-2025-08848,CUST-44033,Men,28,12-11-2025,Nov,Shipped,Nykaa,SKU-8941,Saree,L,3,INR,2053.06,Lucknow,Uttar Pradesh,906272,India,FALSE
509,OD-2025-04278,CUST-42933,Men,28,28-09-2025,Sep,Delivered,Meesho,SKU-7960,Blouse,L,1,INR,2101.01,Mumbai,Maharashtra,906273,India,FALSE
510,OD-2025-05375,CUST-12000,Men,34,22-10-2025,Oct,Delivered,Flipkart,SKU-5932,Top,L,1,INR,4206.32,Lucknow,Uttar Pradesh,906274,India,FALSE
511,OD-2025-08648,CUST-62714,Women,26,26-10-2025,Oct,Delivered,Myntra,SKU-5818,Blouse,S,1,INR,4912.87,Hyderabad,Telangana,906275,India,TRUE
512,OD-2025-00248,CUST-70322,Women,23,29-01-2025,Jan,Delivered,Nykaa,SKU-2753,Top,XL,1,INR,1664.71,Jaipur,Rajasthan,906276,India,FALSE
513,OD-2025-07941,CUST-92654,Women,37,15-05-2025,May,Delivered,Amazon,SKU-8783,Western Dress,XL,1,INR,2663.671,Lucknow,Uttar Pradesh,906277,India,FALSE
514,OD-2025-02561,CUST-54553,Women,53,27-02-2025,Feb,Delivered,Amazon,SKU-6555,Blouse,XXL,1,INR,4797.82,Mumbai,Maharashtra,906278,India,FALSE
515,OD-2025-06126,CUST-47378,Women,36,29-07-2025,Jul,Delivered,Flipkart,SKU-6896,Top,L,1,INR,3654.04,Lucknow,Uttar Pradesh,906279,India,FALSE
516,OD-2025-02914,CUST-13071,Men,46,01-11-2025,Nov,Delivered,Ajio,SKU-6001,Western Dress,XL,1,INR,3917.94,Lucknow,Uttar Pradesh,906280,India,FALSE
517,OD-2025-02940,CUST-77672,Women,42,08-01-2025,Jan,Cancelled,Myntra,SKU-8942,Western Dress,M,2,INR,4035.46,Lucknow,Uttar Pradesh,906281,India,FALSE
518,OD-2025-08381,CUST-26953,Women,37,08-04-2025,Apr,Delivered,Ajio,SKU-8116,Ethnic Dress,XL,1,INR,4459.73,Pune,Maharashtra,906282,India,FALSE
519,OD-2025-02274,CUST-16170,Women,58,07-10-2025,Oct,Delivered,Nykaa,SKU-6727,Western Dress,XXL,2,INR,1824.35,Mumbai,Maharashtra,906283,India,FALSE
520,OD-2025-03239,CUST-41293,Women,35,13-Jun-25,Jun,Delivered,Meesho,SKU-9647,Ethnic Dress,XL,4,INR,3795.18,Chennai,Tamil Nadu,906284,India,FALSE
521,OD-2025-08064,CUST-55626,Women,27,03-04-2025,Apr,Delivered,Meesho,SKU-2094,Saree,XS,4,INR,3436.37,Bengaluru,Karnataka,906285,India,FALSE
522,OD-2025-04430,CUST-34644,Men,24,30-05-2025,May,Shipped,Myntra,SKU-4650,Blouse,M,1,INR,1594.8,Ahmedabad,Gujarat,906286,India,FALSE
523,OD-2025-00058,CUST-59980,Men,43,02-02-2025,Feb,Cancelled,Myntra,SKU-8778,Top,M,1,INR,2421.22,Pune,Maharashtra,906287,India,TRUE
524,OD-2025-00598,CUST-92663,Women,19,18-08-2025,Aug,Delivered,Meesho,SKU-8541,Kurta,XL,1,INR,2028.45,Chennai,Tamil Nadu,906288,India,FALSE
525,OD-2025-08185,CUST-66879,Women,61,20-01-2025,Jan,Cancelled,Nykaa,SKU-8415,Western Dress,XL,1,INR,4070.06,Chennai,Tamil Nadu,906289,India,FALSE
526,OD-2025-02921,CUST-90055,Men,47,03-08-2025,Aug,Delivered,Amazon,SKU-5431,Ethnic Dress,M,3,INR,4680.36,Hyderabad,Telangana,906290,India,FALSE
527,OD-2025-01219,CUST-21799,Women,27,25-04-2025,Apr,Delivered,Myntra,SKU-1146,Ethnic Dress,XL,3,INR,2977.42,Lucknow,Uttar Pradesh,906291,India,FALSE
528,OD-2025-03724,CUST-61120,Women,52,22-03-2025,Mar,Delivered,Amazon,SKU-5801,Saree,S,1,INR,2100,Ahmedabad,Gujarat,906292,India,FALSE
529,OD-2025-01545,CUST-90467,Women,39,18-05-2025,May,Delivered,Amazon,SKU-6086,Saree,XL,2,INR,1439.56,Ahmedabad,Gujarat,906293,India,FALSE
530,OD-2025-03092,CUST-90613,Women,59,01-02-2025,Feb,Delivered,Nykaa,SKU-2256,Blouse,XXL,4,INR,757.7,Mumbai,Maharashtra,906294,India,FALSE
531,OD-2025-02972,CUST-31942,Men,28,21-06-2025,Jun,Delivered,Myntra,SKU-2315,Western Dress,M,2,INR,2414.5,Mumbai,Maharashtra,906295,India,FALSE
532,OD-2025-00319,CUST-60123,Men,49,21-07-2025,Jul,Delivered,Meesho,SKU-2774,Saree,S,1,INR,415.99,Chennai,Tamil Nadu,906296,India,FALSE
533,OD-2025-09636,CUST-66225,Women,53,07-12-2025,Dec,Delivered,Nykaa,SKU-5122,Top,S,2,INR,2465.99,Delhi,Delhi,906297,India,FALSE
534,OD-2025-08940,CUST-27354,  Men  ,45,24-05-2025,May,Cancelled,Meesho,SKU-2596,Blouse,L,2,INR,1121.02,Hyderabad,Telangana,906298,India,FALSE
535,OD-2025-00778,CUST-95872,Men,31,08-12-2025,Dec,Delivered,Flipkart,SKU-3100,Blouse,XL,1,INR,379.32,Delhi,Delhi,906299,India,FALSE
536,OD-2025-01486,CUST-61304,Women,20,10-09-2025,Sep,Delivered,Meesho,SKU-1376,Blouse,XXL,2,INR,1918.76,Jaipur,Rajasthan,906300,India,FALSE
537,OD-2025-08284,CUST-44056,Men,41,02-09-2025,Sep,Delivered,Meesho,SKU-4622,Top,S,1,INR,622.21,Jaipur,Rajasthan,906301,India,FALSE
538,OD-2025-01296,CUST-52610,Men,29,12-05-2025,May,Delivered,Flipkart,SKU-2125,Western Dress,XL,2,INR,4683.88,Hyderabad,Telangana,906302,India,FALSE
539,OD-2025-03369,CUST-13703,Women,34,16-08-2025,Aug,Cancelled,Ajio,SKU-6352,Ethnic Dress,XS,2,INR,3076.33,Lucknow,Uttar Pradesh,906303,India,FALSE
542,OD-2025-04050,CUST-57456,Women,19,07-12-2025,Dec,Delivered,Nykaa,SKU-9562,Blouse,XL,1,INR,4909.21,Lucknow,Uttar Pradesh,906305,India,FALSE
543,OD-2025-06385,CUST-18927,Women,20,04-10-2025,Oct,Delivered,Myntra,SKU-6022,Western Dress,XXL,1,INR,2525.92,Pune,Maharashtra,906306,India,FALSE
544,OD-2025-01745,CUST-65111,Women,20,29-06-2025,Jun,Cancelled,Nykaa,SKU-7255,Saree,L,2,INR,2819.62,Kolkata,West Bengal,906307,India,FALSE
545,OD-2025-07576,CUST-65461,Women,63,04-08-2025,Aug,Delivered,Myntra,SKU-1032,Western Dress,M,1,INR,1658.84,Lucknow,Uttar Pradesh,906308,India,FALSE
546,OD-2025-05238,CUST-47562,Women,38,26-11-2025,Nov,Delivered,Ajio,SKU-1982,Kurta,L,2,INR,4412.85,Mumbai,Maharashtra,906309,India,FALSE
547,OD-2025-04926,CUST-22731,Men,31,07-07-2025,Jul,Delivered,Meesho,SKU-3954,Ethnic Dress,XL,1,INR,1587.32,Chennai,Tamil Nadu,906310,India,FALSE
548,OD-2025-04438,CUST-70196,Women,22,20-06-2025,Jun,Delivered,Flipkart,SKU-2972,Western Dress,L,1,INR,4440.83,Jaipur,Rajasthan,906311,India,FALSE
549,OD-2025-03772,CUST-22146,Women,31,29-06-2025,Jun,Delivered,Myntra,SKU-6218,Top,XXL,1,INR,623.11,Delhi,Delhi,906312,India,FALSE
551,OD-2025-03246,CUST-60701,Men,43,16-01-2025,Jan,Delivered,Nykaa,SKU-5176,Top,XL,1,INR,419.56,Mumbai,Maharashtra,906313,India,TRUE
552,OD-2025-06052,CUST-37687,Men,61,08-08-2025,Aug,Delivered,Meesho,SKU-7354,Kurta,XS,2,INR,1180.93,Jaipur,Rajasthan,906314,India,FALSE
554,OD-2025-06760,CUST-59583,Men,57,31-08-2025,Aug,Delivered,Ajio,SKU-8950,Blouse,XL,2,INR,4930.42,Kolkata,West Bengal,906315,India,TRUE
555,OD-2025-05943,CUST-57768,Women,25,06-12-2025,Dec,Delivered,Meesho,SKU-4473,Ethnic Dress,XXL,1,INR,2105.32,Chennai,Tamil Nadu,906316,India,FALSE
556,OD-2025-00664,CUST-37759,women,44,25-Feb-25,Feb,Cancelled,Nykaa,SKU-3722,Western Dress,XXL,1,INR,2907.49,Bengaluru,Karnataka,906317,India,FALSE
557,OD-2025-08539,CUST-95247,Women,18,10-05-2025,May,Delivered,Nykaa,SKU-2775,Western Dress,XXL,1,INR,532.01,Delhi,Delhi,906318,India,FALSE
558,OD-2025-06485,CUST-91391,Men,57,30-Sep-25,Sep,Shipped,Nykaa,SKU-2365,Blouse,XL,1,INR,3017.61,Chennai,Tamil Nadu,906319,India,FALSE
559,OD-2025-04376,CUST-40167,Women,60,03-01-2025,Jan,Cancelled,Myntra,SKU-4654,Blouse,S,3,INR,3718.77,Chennai,Tamil Nadu,906320,India,FALSE
560,OD-2025-01182,CUST-16131,Women,19,28-09-2025,Sep,Delivered,Ajio,SKU-1610,Western Dress,L,1,INR,820.22,Mumbai,Maharashtra,906321,India,FALSE
561,OD-2025-00494,CUST-46861,Women,33,28-02-2025,Feb,Shipped,Myntra,SKU-8289,Western Dress,XS,1,INR,2089.46,Ahmedabad,Gujarat,906322,India,FALSE
562,OD-2025-09542,CUST-77321,Women,56,19-06-2025,Jun,Delivered,Nykaa,SKU-4108,Kurta,XXL,1,INR,321.21,Bengaluru,Karnataka,906323,India,TRUE
563,OD-2025-07296,CUST-99058,Women,43,10-03-2025,Mar,Delivered,Amazon,SKU-9316,Kurta,M,2,INR,2881.08,Pune,Maharashtra,906324,India,FALSE
564,OD-2025-09379,CUST-16548,Women,34,14-11-2025,Nov,Shipped,Nykaa,SKU-6180,Ethnic Dress,XS,2,INR,3425.52,Kolkata,West Bengal,906325,India,FALSE
565,OD-2025-01922,CUST-71995,Men,31,04-11-2025,Nov,Delivered,Meesho,SKU-8084,Top,S,3,INR,2308.34,Kolkata,West Bengal,906326,India,TRUE
566,OD-2025-01676,CUST-94564,Men,37,08-03-2025,Mar,Delivered,Nykaa,SKU-2875,Blouse,XL,1,INR,548.48,Ahmedabad,Gujarat,906327,India,TRUE
567,OD-2025-02708,CUST-26004,Men,48,12-06-2025,Jun,Delivered,Nykaa,SKU-7484,Blouse,S,1,INR,3837.6,Delhi,Delhi,906328,India,FALSE
568,OD-2025-08555,CUST-42912,Women,59,16-10-2025,Oct,Delivered,Ajio,SKU-5711,Top,XS,1,INR,2898.11,Hyderabad,Telangana,906329,India,FALSE
569,OD-2025-08179,CUST-84023,Women,45,30-12-2025,Dec,Delivered,Flipkart,SKU-7211,Western Dress,XL,1,INR,1596.53,Delhi,Delhi,906330,India,FALSE
570,OD-2025-05334,CUST-70959,Women,39,10-11-2025,Nov,Delivered,Nykaa,SKU-6193,Blouse,XXL,1,INR,2854,Bengaluru,Karnataka,906331,India,FALSE
571,OD-2025-05824,CUST-54436,Women,36,15-01-2025,Jan,Delivered,Myntra,SKU-4225,Kurta,XL,3,INR,4246.03,Delhi,Delhi,906332,India,TRUE
572,OD-2025-05138,CUST-40162,Women,52,13-06-2025,Jun,Delivered,Myntra,SKU-8451,Western Dress,M,3,INR,2480.76,Ahmedabad,Gujarat,906333,India,FALSE
573,OD-2025-05176,CUST-53183,Women,50,12-01-2025,Jan,Delivered,Myntra,SKU-6872,Blouse,L,1,INR,4816.65,Mumbai,Maharashtra,906334,India,FALSE
574,OD-2025-00975,CUST-51312,Men,65,30-01-2025,Jan,Delivered,Nykaa,SKU-7065,Saree,XS,1,INR,4545.5,Kolkata,West Bengal,906335,India,FALSE
575,OD-2025-00133,CUST-65407,Women,28,11-07-2025,Jul,Delivered,Flipkart,SKU-5092,Saree,XS,1,INR,2569.69,Mumbai,Maharashtra,906336,India,FALSE
576,OD-2025-04136,CUST-96922,Women,27,21-07-2025,Jul,Delivered,Ajio,SKU-2345,Ethnic Dress,XXL,2,INR,3525.65,Delhi,Delhi,906337,India,FALSE
577,OD-2025-01604,CUST-34782,Men,63,07-11-2025,Nov,Delivered,Myntra,SKU-6107,Ethnic Dress,XS,2,INR,4417.62,Pune,Maharashtra,906338,India,FALSE
578,OD-2025-07621,CUST-42735,Women,36,04-08-2025,Aug,Delivered,Myntra,SKU-1399,Saree,XS,1,INR,640.98,Jaipur,Rajasthan,906339,India,FALSE
579,OD-2025-09917,CUST-93303,Women,28,05-04-2025,Apr,Delivered,Myntra,SKU-2463,Top,L,2,INR,745.15,Jaipur,Rajasthan,906340,India,FALSE
580,OD-2025-08932,CUST-30925,Men,43,26-01-2025,Jan,Delivered,Amazon,SKU-3756,Saree,XS,1,INR,4679.1,Ahmedabad,Gujarat,906341,India,FALSE
581,OD-2025-07179,CUST-77762,Men,53,02-07-2025,Jul,Delivered,Myntra,SKU-5416,Kurta,XL,1,INR,363.57,Chennai,Tamil Nadu,906342,India,TRUE
582,OD-2025-07310,CUST-19620,Men,34,16-04-2025,Apr,Delivered,Amazon,SKU-2304,Saree,L,2,INR,814.51,Chennai,Tamil Nadu,906343,India,FALSE
583,OD-2025-09971,CUST-24934,Men,49,15-Feb-25,Feb,Delivered,Flipkart,SKU-4461,Top,XS,4,INR,2864.55,Delhi,Delhi,906344,India,FALSE
584,OD-2025-07333,CUST-12357,Women,24,11-06-2025,Jun,Delivered,Ajio,SKU-1463,Western Dress,XL,2,INR,4531.15,Kolkata,West Bengal,906345,India,FALSE
585,OD-2025-09217,CUST-35498,Men,38,19-04-2025,Apr,Delivered,Nykaa,SKU-6346,Western Dress,S,2,INR,1067.07,Chennai,Tamil Nadu,906346,India,FALSE
586,OD-2025-03202,CUST-26820,Men,32,01-05-2025,May,Delivered,Amazon,SKU-1244,Saree,XXL,2,INR,3001.93,Lucknow,Uttar Pradesh,906347,India,TRUE
587,OD-2025-04970,CUST-55014,Women,54,27-12-2025,Dec,Delivered,Nykaa,SKU-8327,Ethnic Dress,S,3,INR,1928.37,Unknown,Rajasthan,906348,India,FALSE
588,OD-2025-05274,CUST-51007,Men,33,11-07-2025,Jul,Delivered,Amazon,SKU-7473,Western Dress,XXL,2,INR,2548.34,Mumbai,Maharashtra,906349,India,FALSE
589,OD-2025-00335,CUST-11398,Men,41,27-09-2025,Sep,Delivered,Meesho,SKU-6085,Saree,XS,3,INR,4603.29,Bengaluru,Karnataka,906350,India,FALSE
590,OD-2025-07845,CUST-40447,Women,23,28-10-2025,Oct,Delivered,Myntra,SKU-6064,Western Dress,S,1,INR,4642.21,Chennai,Tamil Nadu,906351,India,FALSE
591,OD-2025-06762,CUST-45471,Women,35,14-05-2025,May,Delivered,Flipkart,SKU-1007,Blouse,S,2,INR,4270.35,Chennai,Tamil Nadu,906352,India,FALSE
592,OD-2025-02754,CUST-32334,Women,19,25-05-2025,May,Delivered,Meesho,SKU-3326,Top,L,1,INR,1785.4,Kolkata,West Bengal,906353,India,TRUE
593,OD-2025-08149,CUST-73258,Men,46,30-06-2025,Jun,Delivered,Ajio,SKU-8469,Western Dress,XL,1,INR,4230.17,Pune,Maharashtra,906354,India,FALSE
594,OD-2025-06988,CUST-69678,Women,48,27-01-2025,Jan,Delivered,Meesho,SKU-5373,Ethnic Dress,S,2,INR,955.7,Lucknow,Uttar Pradesh,906355,India,FALSE
595,OD-2025-09876,CUST-14431,Women,45,03-11-2025,Nov,Shipped,Myntra,SKU-2881,Western Dress,M,1,INR,4564.18,Chennai,Tamil Nadu,906356,India,FALSE
596,OD-2025-03741,CUST-14015,Men,51,26-03-2025,Mar,Delivered,Myntra,SKU-2863,Western Dress,XS,2,INR,4240.35,Jaipur,Rajasthan,906357,India,FALSE
597,OD-2025-05325,CUST-47252,men,44,21-04-2025,Apr,Delivered,Ajio,SKU-5600,Blouse,XL,1,INR,3405.88,Kolkata,West Bengal,906358,India,FALSE
598,OD-2025-04819,CUST-59416,Women,26,31-10-2025,Oct,Delivered,Myntra,SKU-5681,Kurta,S,3,INR,1038.02,Kolkata,West Bengal,906359,India,FALSE
599,OD-2025-08203,CUST-72019,Women,30,08-03-2025,Mar,Delivered,Meesho,SKU-1711,Top,XXL,1,INR,3897.04,Kolkata,West Bengal,906360,India,FALSE
600,OD-2025-07394,CUST-87530,Women,34,27-02-2025,Feb,Cancelled,Ajio,SKU-2872,Blouse,XL,1,INR,325.11,Mumbai,Maharashtra,906361,India,FALSE
601,OD-2025-05571,CUST-12660,Men,60,26-08-2025,Aug,Delivered,Meesho,SKU-3149,Ethnic Dress,S,1,INR,1709.72,Ahmedabad,Gujarat,906362,India,FALSE
602,OD-2025-08605,CUST-18638,Women,37,19-08-2025,Aug,Delivered,Meesho,SKU-4169,Top,M,1,INR,4912.51,Ahmedabad,Gujarat,906363,India,FALSE
603,OD-2025-07170,CUST-13640,Women,56,05-01-2025,Jan,Cancelled,Meesho,SKU-5090,Western Dress,S,1,INR,504.03,Hyderabad,Telangana,906364,India,FALSE
604,OD-2025-01048,CUST-79227,Women,45,02-10-2025,Oct,Delivered,Amazon,SKU-5026,Blouse,L,2,INR,674,Chennai,Tamil Nadu,906365,India,FALSE
605,OD-2025-09249,CUST-42955,Men,58,12-11-2025,Nov,Delivered,Nykaa,SKU-6662,Ethnic Dress,S,3,INR,2952.78,Mumbai,Maharashtra,906366,India,FALSE
606,OD-2025-07327,CUST-68376,Women,53,12-01-2025,Jan,Cancelled,Flipkart,SKU-4783,Ethnic Dress,XXL,1,INR,2696.87,Lucknow,Uttar Pradesh,906367,India,TRUE
607,OD-2025-09140,CUST-50795,Men,52,25-09-2025,Sep,Cancelled,Nykaa,SKU-5930,Western Dress,L,1,INR,2662.21,Bengaluru,Karnataka,906368,India,FALSE
609,OD-2025-01658,CUST-30459,Men,41,24-10-2025,Oct,Delivered,Myntra,SKU-7950,Kurta,L,2,INR,1957.82,Pune,Maharashtra,906369,India,FALSE
610,OD-2025-08997,CUST-55763,Women,47,11-03-2025,Mar,Delivered,Nykaa,SKU-4572,Top,XS,1,INR,1801.52,Chennai,Tamil Nadu,906370,India,TRUE
611,OD-2025-06033,CUST-36666,Men,46,15-01-2025,Jan,Delivered,Ajio,SKU-4301,Kurta,XXL,1,INR,4837,Chennai,Tamil Nadu,906371,India,FALSE
612,OD-2025-09899,CUST-90483,Women,38,13-08-2025,Aug,Cancelled,Nykaa,SKU-8828,Top,L,1,INR,4660.38,Hyderabad,Telangana,906372,India,FALSE
613,OD-2025-04638,CUST-98107,Women,26,22-12-2025,Dec,Delivered,Nykaa,SKU-6646,Top,XS,1,INR,964.17,Mumbai,Maharashtra,906373,India,TRUE
614,OD-2025-06542,CUST-33473,Women,45,12-08-2025,Aug,Shipped,Nykaa,SKU-2117,Western Dress,M,1,INR,3996,Kolkata,West Bengal,906374,India,FALSE
615,OD-2025-08040,CUST-54321,Women,37,07-08-2025,Aug,Delivered,Amazon,SKU-7689,Western Dress,XL,1,INR,2477.27,Mumbai,Maharashtra,906375,India,FALSE
616,OD-2025-03919,CUST-25816,Women,45,07-03-2025,Mar,Delivered,Nykaa,SKU-3831,Kurta,M,3,INR,2857.08,Jaipur,Rajasthan,906376,India,FALSE
617,OD-2025-04036,CUST-23391,Women,30,12-06-2025,Jun,Delivered,Meesho,SKU-5720,Western Dress,S,1,INR,1160.45,Kolkata,West Bengal,906377,India,FALSE
618,OD-2025-01009,CUST-86284,Men,58,03-10-2025,Oct,Delivered,Nykaa,SKU-5364,Western Dress,XS,2,INR,2494.32,Kolkata,West Bengal,906378,India,FALSE
619,OD-2025-05260,CUST-11090,Women,19,03-03-2025,Mar,Delivered,Amazon,SKU-7586,Saree,M,1,INR,4721.7,Kolkata,West Bengal,906379,India,TRUE
620,OD-2025-01050,CUST-65438,Women,32,11-07-2025,Jul,Delivered,Nykaa,SKU-6129,Western Dress,XL,1,INR,396.14,Pune,Maharashtra,906380,India,FALSE
621,OD-2025-00552,CUST-80650,Women,45,19-12-2025,Dec,Delivered,Flipkart,SKU-9033,Blouse,L,1,INR,2590.01,Pune,Maharashtra,906381,India,FALSE
622,OD-2025-00329,CUST-83546,Women,60,14-04-2025,Apr,Delivered,Myntra,SKU-2687,Kurta,S,1,INR,1534.81,Hyderabad,Telangana,906382,India,FALSE
623,OD-2025-05183,CUST-85015,Women,57,05-06-2025,Jun,Delivered,Ajio,SKU-3070,Blouse,S,2,INR,1973.51,Jaipur,Rajasthan,906383,India,FALSE
624,OD-2025-06936,CUST-81956,women,22,30-08-2025,Aug,Delivered,Flipkart,SKU-1937,Top,M,1,INR,3118.72,Pune,Maharashtra,906384,India,FALSE
625,OD-2025-08921,CUST-81092,Men,51,09-02-2025,Feb,Delivered,Meesho,SKU-1387,Saree,M,1,INR,1888.02,Delhi,Delhi,906385,India,FALSE
626,OD-2025-01194,CUST-39114,Women,51,15-05-2025,May,Delivered,Ajio,SKU-1839,Western Dress,XXL,1,INR,2847.49,Hyderabad,Telangana,906386,India,FALSE
627,OD-2025-00683,CUST-15546,Men,32,12-12-2025,Dec,Delivered,Meesho,SKU-4063,Top,S,4,INR,4582.73,Hyderabad,Telangana,906387,India,FALSE
628,OD-2025-08774,CUST-21149,Women,56,21-11-2025,Nov,Shipped,Myntra,SKU-6371,Western Dress,XL,2,INR,2000.35,Delhi,Delhi,906388,India,FALSE
629,OD-2025-09593,CUST-46560,Men,25,07-06-2025,Jun,Delivered,Nykaa,SKU-5281,Ethnic Dress,L,3,INR,2606.01,Mumbai,Maharashtra,906389,India,FALSE
630,OD-2025-09008,CUST-45999,Women,19,15-05-2025,May,Delivered,Amazon,SKU-4841,Top,XL,4,INR,1544.04,Chennai,Tamil Nadu,906390,India,FALSE
631,OD-2025-08027,CUST-85906,Women,40,22-02-2025,Feb,Delivered,Nykaa,SKU-7764,Saree,S,3,INR,2479.58,Ahmedabad,Gujarat,906391,India,FALSE
632,OD-2025-02214,CUST-41274,Women,24,09-01-2025,Jan,Delivered,Meesho,SKU-7598,Blouse,S,1,INR,2329.33,Chennai,Tamil Nadu,906392,India,FALSE
633,OD-2025-01306,CUST-89478,Men,59,24-09-2025,Sep,Delivered,Nykaa,SKU-9426,Saree,XS,1,INR,1047.12,Bengaluru,Karnataka,906393,India,FALSE
634,OD-2025-04436,CUST-97130,Women,35,23-03-2025,Mar,Delivered,Ajio,SKU-7518,Western Dress,XS,2,INR,3077.64,Mumbai,Maharashtra,906394,India,FALSE
636,OD-2025-07568,CUST-56625,Men,28,10-06-2025,Jun,Delivered,Ajio,SKU-3959,Blouse,XL,1,INR,1017.44,Ahmedabad,Gujarat,906395,India,FALSE
637,OD-2025-02720,CUST-89377,Women,29,28-05-2025,May,Delivered,Nykaa,SKU-2554,Ethnic Dress,XL,1,INR,1565.22,Lucknow,Uttar Pradesh,906396,India,FALSE
638,OD-2025-01367,CUST-75156,Women,48,08-03-2025,Mar,Delivered,Ajio,SKU-3720,Kurta,XS,1,INR,3182.66,Mumbai,Maharashtra,906397,India,FALSE
639,OD-2025-00401,CUST-64673,Men,43,29-01-2025,Jan,Shipped,Flipkart,SKU-3292,Kurta,M,1,INR,3609.39,Pune,Maharashtra,906398,India,FALSE
640,OD-2025-01616,CUST-53408,Women,50,25-11-2025,Nov,Shipped,Myntra,SKU-9454,Top,XS,2,INR,505.41,Mumbai,Maharashtra,906399,India,TRUE
641,OD-2025-05020,CUST-46122,Men,52,27-04-2025,Apr,Delivered,Nykaa,SKU-1086,Top,XL,2,INR,4630.06,Lucknow,Uttar Pradesh,906400,India,FALSE
642,OD-2025-06726,CUST-50881,Women,33,01-11-2025,Nov,Delivered,Meesho,SKU-1854,Ethnic Dress,XXL,3,INR,4157.21,Ahmedabad,Gujarat,906401,India,FALSE
643,OD-2025-08681,CUST-46743,Women,33,27-11-2025,Nov,Delivered,Meesho,SKU-9616,Kurta,XL,1,INR,2125.68,Chennai,Tamil Nadu,906402,India,FALSE
644,OD-2025-05209,CUST-11412,Women,34,09-09-2025,Sep,Delivered,Nykaa,SKU-7815,Saree,XL,1,INR,1410.91,Jaipur,Rajasthan,906403,India,TRUE
645,OD-2025-00366,CUST-66811,Women,30,20-10-2025,Oct,Delivered,Flipkart,SKU-9422,Ethnic Dress,S,2,INR,528.51,Delhi,Delhi,906404,India,FALSE
646,OD-2025-01844,CUST-14375,Women,63,02-07-2025,Jul,Delivered,Flipkart,SKU-8397,Ethnic Dress,S,1,INR,2231.04,Kolkata,West Bengal,906405,India,FALSE
647,OD-2025-02394,CUST-44638,Women,57,08-10-2025,Oct,Delivered,Flipkart,SKU-1601,Kurta,XL,1,INR,2088.42,Delhi,Delhi,906406,India,FALSE
648,OD-2025-02486,CUST-33575,Women,31,20-11-2025,Nov,Delivered,Myntra,SKU-6644,Top,M,1,INR,3858.89,Pune,Maharashtra,906407,India,FALSE
